 , , ,F1,F1,F1,F1,F1,F1,F2,F2,F2,F2,F2,F2,F3,F3,F3,F3,F3,F3,F4,F4,F4,F4,F4,F4
 , , ,D1,D1,D2,D2,D3,D3,D1,D1,D2,D2,D3,D3,D1,D1,D2,D2,D3,D3,D1,D1,D2,D2,D3,D3
 , , ,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10,T5,T10
Tmax450,tau125,Iter6,0.12,0.80,0.20,26.36,0.28,15.37,0.12,1.60,0.39,4.85,0.53,5.91,0.08,0.41,0.28,13.65,0.36,9.51,0.10,0.93,0.28,19.94,0.47,4.75
Tmax450,tau125,Iter7,0.20,1.49,0.24,7.79,0.39,25.95,0.15,2.01,0.27,17.32,0.28,214.25,0.13,1.00,0.26,15.51,0.28,36.78,0.11,2.41,0.15,10.98,0.22,106.81
Tmax450,tau125,Iter8,0.11,0.97,0.23,26.87,0.26,1.88,0.09,2.61,0.27,5.95,0.25,4.80,0.08,0.77,0.13,18.50,0.12,1.06,0.10,2.71,0.15,6.46,0.23,2.67
Tmax450,tau125,Iter9,0.10,6.02,0.12,13.25,0.16,19.21,0.09,2.47,0.27,5.85,0.32,6.60,0.11,3.44,0.15,2.53,0.21,14.24,0.09,2.09,0.13,4.81,0.30,5.02
Tmax450,tau150,Iter0,0.09,1.37,0.10,2.59,0.30,14.55,0.13,6.73,0.27,5.47,0.56,34.42,0.02,2.58,0.17,11.22,0.21,10.64,0.09,3.37,0.24,10.87,0.41,10.47
Tmax450,tau150,Iter1,0.12,4.18,0.24,9.62,0.35,10.68,0.14,6.99,0.34,18.40,0.41,38.53,0.20,4.91,0.41,13.44,0.37,25.57,0.16,2.60,0.21,10.45,0.28,27.71
Tmax450,tau150,Iter2,0.08,0.31,0.14,21.97,0.29,24.90,0.41,1.23,0.28,133.08,0.31,87.95,0.11,0.40,0.22,10.33,0.24,45.57,0.10,1.31,0.23,28.74,0.41,83.16
Tmax450,tau150,Iter3,0.10,4.43,0.12,10.56,0.32,39.90,0.23,1.82,0.26,4.08,0.49,116.31,0.02,1.79,0.21,18.38,0.39,60.22,0.16,0.88,0.11,5.03,0.41,39.03
Tmax450,tau150,Iter4,0.13,3.33,0.11,5.33,0.29,196.90,0.32,15.93,0.22,4.63,0.56,233.79,0.11,5.31,0.10,6.86,0.33,133.34,0.06,24.23,0.17,10.58,0.47,143.93
Tmax450,tau150,Iter5,0.17,3.74,0.22,7.28,0.44,285.81,0.07,1.01,0.38,17.01,0.54,220.67,0.02,1.23,0.13,10.23,0.43,31.31,0.08,2.32,0.23,9.55,0.45,99.45
Tmax450,tau150,Iter6,0.11,5.29,0.21,6.06,0.22,66.58,0.18,3.01,0.29,6.06,0.49,5.06,0.07,1.40,0.22,11.35,0.41,17.85,0.12,2.46,0.20,9.14,0.37,16.82
Tmax450,tau150,Iter7,0.18,2.54,0.30,26.35,0.38,54.75,0.13,7.28,0.29,26.88,0.41,102.30,0.19,6.17,0.28,22.60,0.27,39.81,0.20,10.27,0.19,19.09,0.25,59.25
Tmax450,tau150,Iter8,0.08,3.56,0.21,2.27,0.33,3.14,0.14,1.54,0.20,6.43,0.42,5.16,0.17,1.89,0.18,7.66,0.37,2.13,0.09,2.72,0.25,4.84,0.35,8.57
Tmax450,tau150,Iter9,0.09,2.67,0.15,8.42,0.25,4.96,0.15,1.99,0.32,29.76,0.34,6.53,0.12,7.42,0.17,14.23,0.27,4.60,0.11,2.31,0.19,17.38,0.28,5.73
Tmax600,tau50,Iter0,0.08,0.30,0.00,0.02,0.04,0.41,0.04,0.29,0.01,0.07,0.05,0.68,0.06,0.30,0.00,0.02,0.02,0.69,0.02,0.24,0.01,0.06,0.05,0.54
Tmax600,tau50,Iter1,0.01,0.01,0.01,0.06,0.07,0.11,0.01,0.03,0.02,0.10,0.05,0.09,0.01,0.01,0.03,0.04,0.02,0.02,0.01,0.03,0.01,0.09,0.04,0.06
Tmax600,tau50,Iter2,0.00,0.01,0.00,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0.00,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03
Tmax600,tau50,Iter3,0.00,0.01,0.00,0.01,0.01,0.06,0.01,0.07,0.01,0.05,0.01,0.11,0.00,0.01,0.00,0.01,0.01,0.03,0.01,0.08,0.01,0.04,0.01,0.09
Tmax600,tau50,Iter4,0.00,0.07,0.00,0.01,0.01,0.10,0.01,0.06,0.01,0.08,0.01,0.08,0.00,0.02,0.00,0.01,0.01,0.04,0.01,0.08,0.00,0.04,0.01,0.10
Tmax600,tau50,Iter5,0.00,0.01,0.00,0.01,0.01,0.10,0.01,0.12,0.01,0.03,0.01,0.20,0.00,0.01,0.00,0.01,0.04,0.06,0.01,0.03,0.01,0.03,0.01,0.16
Tmax600,tau50,Iter6,0.01,0.01,0.01,0.02,0.07,0.15,0.01,0.05,0.01,0.12,0.05,0.15,0.00,0.01,0.01,0.01,0.04,0.07,0.01,0.04,0.01,0.04,0.12,0.19
Tmax600,tau50,Iter7,0.05,0.10,0.00,0.02,0.03,0.15,0.06,0.19,0.01,0.05,0.08,0.27,0.04,0.07,0.00,0.02,0.03,0.13,0.03,0.12,0.01,0.05,0.06,0.17
Tmax600,tau50,Iter8,0.01,0.16,0.00,0.02,0.15,0.19,0.01,0.12,0.01,0.06,0.08,0.40,0.01,0.06,0.00,0.01,0.03,0.20,0.01,0.11,0.01,0.06,0.06,0.27
Tmax600,tau50,Iter9,0.01,0.01,0.00,0.02,0.11,0.12,0.07,0.07,0.01,0.04,0.10,0.13,0.01,0.01,0.00,0.02,0.15,0.16,0.08,0.06,0.01,0.04,0.10,0.13
Tmax600,tau75,Iter0,0.07,0.30,0.01,0.74,0.04,0.46,0.06,0.66,0.01,0.86,0.09,1.21,0.07,0.36,0.01,0.40,0.04,0.93,0.05,0.47,0.01,0.38,0.02,0.96
Tmax600,tau75,Iter1,0.09,0.09,0.14,0.15,0.03,0.11,0.05,0.11,0.07,0.49,0.07,0.71,0.05,0.05,0.02,0.07,0.03,0.09,0.06,0.09,0.06,0.30,0.08,0.51
Tmax600,tau75,Iter2,0.01,0.01,0.01,0.02,0.15,0.15,0.02,0.04,0.15,0.13,0.20,0.19,0.00,0.01,0.01,0.01,0.04,0.04,0.01,0.03,0.01,0.06,0.11,0.10
Tmax600,tau75,Iter3,0.00,0.12,0.01,0.02,0.01,0.17,0.01,0.10,0.01,0.15,0.02,0.46,0.00,0.02,0.01,0.02,0.02,0.09,0.01,0.14,0.01,0.10,0.02,0.58
Tmax600,tau75,Iter4,0.00,0.09,0.01,0.08,0.05,0.16,0.01,0.13,0.01,0.32,0.12,1.09,0.00,0.02,0.00,0.06,0.06,0.08,0.01,0.13,0.01,0.22,0.13,0.93
Tmax600,tau75,Iter5,0.01,0.07,0.01,0.12,0.02,0.19,0.01,0.19,0.03,0.44,0.03,1.24,0.01,0.04,0.03,0.05,0.02,0.21,0.01,0.11,0.02,0.30,0.03,0.87
Tmax600,tau75,Iter6,0.01,0.08,0.07,0.16,0.22,0.44,0.06,0.25,0.15,0.33,0.32,2.28,0.01,0.05,0.07,0.03,0.21,0.41,0.07,0.16,0.13,0.52,0.18,1.03
Tmax600,tau75,Iter7,0.06,0.10,0.01,0.21,0.10,0.68,0.15,0.33,0.07,0.46,0.15,1.92,0.04,0.09,0.01,0.24,0.14,0.52,0.17,0.39,0.04,0.24,0.18,2.76
Tmax600,tau75,Iter8,0.09,0.13,0.07,0.23,0.16,0.68,0.05,0.45,0.08,1.05,0.20,0.83,0.05,0.10,0.01,0.26,0.15,1.69,0.08,0.49,0.04,0.58,0.14,0.87
Tmax600,tau75,Iter9,0.14,0.13,0.01,0.12,0.22,0.27,0.04,0.26,0.02,0.30,0.33,2.63,0.06,0.05,0.01,0.03,0.17,0.23,0.08,0.23,0.02,0.44,0.37,2.12
Tmax600,tau100,Iter0,0.07,0.23,0.20,9.07,0.03,0.77,0.19,1.75,0.25,8.18,0.25,2.58,0.04,0.32,0.09,1.86,0.03,0.69,0.10,1.31,0.21,7.62,0.10,4.25
Tmax600,tau100,Iter1,0.09,0.09,0.11,0.18,0.10,0.27,0.13,0.28,0.21,0.82,0.08,1.58,0.05,0.08,0.07,0.16,0.08,0.36,0.07,0.14,0.10,0.87,0.06,1.37
Tmax600,tau100,Iter2,0.09,0.09,0.16,0.13,0.17,0.26,0.09,0.30,0.08,0.47,0.20,2.29,0.08,0.08,0.08,0.11,0.09,0.18,0.04,0.24,0.08,0.59,0.10,1.43
Tmax600,tau100,Iter3,0.01,0.20,0.01,0.21,0.08,0.84,0.06,0.56,0.11,0.42,0.11,2.39,0.01,0.20,0.08,0.18,0.05,1.66,0.06,0.31,0.07,0.46,0.10,2.15
Tmax600,tau100,Iter4,0.07,0.21,0.01,0.33,0.10,0.93,0.12,0.59,0.02,0.86,0.19,3.12,0.01,0.20,0.01,0.18,0.07,4.46,0.13,0.52,0.02,0.85,0.13,2.44
Tmax600,tau100,Iter5,0.01,0.08,0.12,0.35,0.16,0.43,0.10,0.32,0.17,0.78,0.14,2.88,0.01,0.09,0.08,0.40,0.02,0.37,0.01,0.37,0.04,0.98,0.17,2.60
Tmax600,tau100,Iter6,0.13,0.23,0.11,0.61,0.17,1.04,0.14,0.63,0.13,1.59,0.16,2.92,0.07,0.35,0.05,0.47,0.18,1.50,0.05,0.41,0.13,1.15,0.14,2.63
Tmax600,tau100,Iter7,0.05,0.27,0.21,0.43,0.19,1.12,0.10,1.01,0.17,2.68,0.57,7.39,0.06,0.42,0.06,0.79,0.20,1.21,0.08,1.10,0.27,1.96,0.24,3.95
Tmax600,tau100,Iter8,0.09,0.77,0.12,14.26,0.15,0.96,0.07,1.45,0.27,3.89,0.30,2.96,0.06,0.76,0.05,2.54,0.14,0.73,0.07,1.22,0.19,3.08,0.16,2.36
Tmax600,tau100,Iter9,0.13,0.20,0.07,2.24,0.16,1.79,0.07,0.70,0.28,3.55,0.44,4.92,0.08,0.10,0.11,0.70,0.22,1.98,0.07,0.65,0.15,2.87,0.25,5.55
Tmax600,tau125,Iter0,0.07,0.61,0.10,2.56,0.14,1.33,0.07,2.50,0.26,4.97,0.36,5.02,0.04,1.27,0.13,5.48,0.08,1.40,0.10,2.32,0.16,4.68,0.26,5.71
Tmax600,tau125,Iter1,0.11,0.31,0.16,4.05,0.34,25.22,0.11,0.62,0.23,2.71,0.41,35.25,0.09,0.29,0.15,4.58,0.32,9.76,0.14,0.73,0.21,2.94,0.25,6.96
Tmax600,tau125,Iter2,0.09,0.17,0.11,0.84,0.89,7.18,0.09,0.61,0.13,4.06,0.40,8.93,0.03,0.11,0.10,0.49,0.36,7.14,0.14,0.40,0.15,3.01,0.25,12.29
Tmax600,tau125,Iter3,0.08,0.52,0.02,1.29,0.20,14.67,0.06,0.68,0.05,1.16,0.18,24.38,0.05,0.79,0.04,0.78,0.23,14.99,0.07,0.71,0.06,0.92,0.11,14.52
Tmax600,tau125,Iter4,0.05,0.69,0.15,1.95,0.21,8.18,0.12,2.29,0.09,3.58,0.33,24.42,0.04,1.03,0.04,2.66,0.26,16.51,0.04,1.55,0.09,2.25,0.14,24.00
Tmax600,tau125,Iter5,0.01,0.59,0.12,0.70,0.24,15.86,0.08,0.72,0.23,2.63,0.23,17.22,0.01,0.44,0.09,0.67,0.12,16.13,0.04,0.88,0.21,3.04,0.26,18.35
Tmax600,tau125,Iter6,0.13,0.60,0.24,28.59,0.24,13.36,0.13,1.08,0.41,7.83,0.45,14.83,0.13,0.49,0.35,14.15,0.41,10.87,0.08,1.24,0.26,3.84,0.29,7.76
Tmax600,tau125,Iter7,0.14,1.65,0.20,6.17,0.27,6.30,0.14,1.71,0.36,10.54,0.39,16.59,0.16,0.98,0.29,8.41,0.32,19.38,0.12,2.11,0.17,4.53,0.27,56.61
Tmax600,tau125,Iter8,0.11,0.73,0.17,3.68,0.22,1.71,0.12,2.02,0.36,6.72,0.35,4.12,0.05,0.76,0.19,13.85,0.21,1.01,0.07,1.69,0.19,4.34,0.23,3.02
Tmax600,tau125,Iter9,0.12,3.81,0.14,11.53,0.16,10.32,0.12,1.32,0.32,6.27,0.44,5.30,0.11,2.13,0.14,1.92,0.24,11.35,0.10,5.27,0.13,5.13,0.28,10.70
Tmax600,tau150,Iter0,0.10,1.01,0.11,6.11,0.22,6.37,0.08,2.89,0.22,4.52,0.37,5.97,0.02,2.83,0.20,2.07,0.21,7.55,0.08,2.50,0.16,4.14,0.34,5.84
Tmax600,tau150,Iter1,0.17,4.29,0.31,4.98,0.38,4.37,0.15,2.54,0.39,9.80,0.40,5.48,0.19,4.71,0.34,6.98,0.26,10.08,0.15,2.69,0.23,8.53,0.33,3.52
Tmax600,tau150,Iter2,0.15,0.31,0.10,7.43,0.19,15.47,0.30,1.37,0.30,9.36,0.34,60.59,0.12,0.44,0.21,7.62,0.39,54.89,0.10,1.10,0.22,14.80,0.45,40.29
Tmax600,tau150,Iter3,0.09,1.01,0.12,1.90,0.22,27.08,0.22,1.93,0.25,2.95,0.36,23.60,0.02,3.67,0.18,5.66,0.30,20.69,0.15,1.66,0.10,4.80,0.33,23.44
Tmax600,tau150,Iter4,0.15,2.78,0.08,5.53,0.25,88.59,0.28,13.37,0.26,13.24,0.56,129.62,0.08,4.53,0.08,19.68,0.25,78.86,0.10,13.34,0.25,9.85,0.49,93.76
Tmax600,tau150,Iter5,0.16,1.95,0.17,2.85,0.40,289.74,0.09,1.25,0.25,7.86,0.59,216.29,0.06,1.19,0.04,6.30,0.55,147.19,0.09,1.68,0.20,7.42,0.42,163.62
Tmax600,tau150,Iter6,0.09,4.36,0.20,6.45,0.21,51.01,0.19,2.01,0.28,5.56,0.41,28.65,0.09,1.41,0.27,11.71,0.31,44.22,0.20,1.84,0.21,8.07,0.33,20.71
Tmax600,tau150,Iter7,0.19,3.09,0.36,9.46,0.31,30.18,0.19,7.46,0.46,13.64,0.50,23.96,0.27,7.53,0.37,18.86,0.29,27.59,0.17,2.76,0.18,12.39,0.17,28.41
Tmax600,tau150,Iter8,0.05,2.59,0.18,6.91,0.28,2.75,0.11,1.58,0.32,5.59,0.37,6.03,0.11,1.70,0.19,10.67,0.26,3.54,0.14,3.14,0.20,16.54,0.25,12.19
Tmax600,tau150,Iter9,0.11,5.48,0.16,5.68,0.27,3.19,0.19,2.66,0.29,17.69,0.26,5.46,0.10,5.96,0.17,7.86,0.23,3.64,0.19,2.40,0.23,6.02,0.23,5.18
