Instance,Task count,Recharge count,Distance,Travelled,by each,robot
F1R4D2T5Delta50Tmax300Iter5,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter6,1,0,19.99792048,0,0,0
F1R4D2T5Delta50Tmax300Iter7,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter8,0,0,0,0,0,0
F1R4D2T5Delta50Tmax300Iter9,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter0,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter1,2,0,41.25366056,0,0,0
F1R4D2T5Delta50Tmax600Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta50Tmax600Iter3,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter4,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter5,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter6,1,0,19.99792048,0,0,0
F1R4D2T5Delta50Tmax600Iter7,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter8,0,0,0,0,0,0
F1R4D2T5Delta50Tmax600Iter9,0,0,0,0,0,0
F1R4D2T5Delta75Tmax150Iter0,1,0,32.72999161,0,0,0
F1R4D2T5Delta75Tmax150Iter1,1,0,41.25366056,0,0,0
F1R4D2T5Delta75Tmax150Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta75Tmax150Iter3,1,0,33.08289397,0,0,0
F1R4D2T5Delta75Tmax150Iter4,0,0,0,0,0,0
F1R4D2T5Delta75Tmax150Iter5,2,0,64.19092084,0,0,0
F1R4D2T5Delta75Tmax150Iter6,1,0,0,0,54.71173328,0
F1R4D2T5Delta75Tmax150Iter7,1,0,28.88278361,0,0,0
F1R4D2T5Delta75Tmax150Iter8,2,0,62.17815072,0,0,0
F1R4D2T5Delta75Tmax150Iter9,1,0,36.46561266,0,0,0
F1R4D2T5Delta75Tmax300Iter0,1,0,32.72999161,0,0,0
F1R4D2T5Delta75Tmax300Iter1,1,0,41.25366056,0,0,0
F1R4D2T5Delta75Tmax300Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta75Tmax300Iter3,1,0,33.08289397,0,0,0
F1R4D2T5Delta75Tmax300Iter4,0,0,0,0,0,0
F1R4D2T5Delta75Tmax300Iter5,2,0,64.19092084,0,0,0
F1R4D2T5Delta75Tmax300Iter6,1,0,0,0,54.71173328,0
F1R4D2T5Delta75Tmax300Iter7,1,0,28.88278361,0,0,0
F1R4D2T5Delta75Tmax300Iter8,2,0,62.17815072,0,0,0
F1R4D2T5Delta75Tmax300Iter9,1,0,36.46561266,0,0,0
F1R4D2T5Delta75Tmax600Iter0,1,0,32.72999161,0,0,0
F1R4D2T5Delta75Tmax600Iter1,1,0,41.25366056,0,0,0
F1R4D2T5Delta75Tmax600Iter2,1,0,19.57038507,0,0,0
F1R4D2T5Delta75Tmax600Iter3,1,0,33.08289397,0,0,0
F1R4D2T5Delta75Tmax600Iter4,0,0,0,0,0,0
F1R4D2T5Delta75Tmax600Iter5,2,0,64.19092084,0,0,0
F1R4D2T5Delta75Tmax600Iter6,1,0,0,0,54.71173328,0
F1R4D2T5Delta75Tmax600Iter7,1,0,28.88278361,0,0,0
F1R4D2T5Delta75Tmax600Iter8,2,0,62.17815072,0,0,0
F1R4D2T5Delta75Tmax600Iter9,1,0,36.46561266,0,0,0
F1R4D2T5Delta150Tmax150Iter0,1,0,73.62143437,0,0,0
F1R4D2T5Delta150Tmax150Iter1,2,0,68.48413612,82.61814929,0,0
F1R4D2T5Delta150Tmax150Iter2,2,0,0,0,91.14341605,61.20936031
F1R4D2T5Delta150Tmax150Iter3,1,0,33.08289397,0,0,0
F1R4D2T5Delta150Tmax150Iter4,3,0,67.33279118,72.84368817,0,50.07079543
F1R4D2T5Delta150Tmax150Iter5,2,0,0,31.77660507,72.10220767,0
F1R4D2T5Delta150Tmax150Iter6,1,0,0,0,0,116.2647546
F1R4D2T5Delta150Tmax150Iter7,2,0,50.97252372,0,121.7762718,0
F1R4D2T5Delta150Tmax150Iter8,2,0,0,86.90572281,34.44572056,0
F1R4D2T5Delta150Tmax150Iter9,1,0,0,98.11103921,0,0
F1R4D2T5Delta150Tmax300Iter0,3,0,0,528.6243794,0,0
F1R4D2T5Delta150Tmax300Iter1,3,0,289.4533257,82.61814929,0,0
F1R4D2T5Delta150Tmax300Iter2,3,3,330.2500353,61.20936031,280.6882926,0
F1R4D2T5Delta150Tmax300Iter3,1,1,0,0,208.4047535,0
F1R4D2T5Delta150Tmax300Iter4,2,1,50.07079543,0,0,240.1764794
F1R4D2T5Delta150Tmax300Iter5,2,0,0,103.8788127,0,0
F1R4D2T5Delta150Tmax300Iter6,3,1,0,403.8977548,116.2647546,0
F1R4D2T5Delta150Tmax300Iter7,3,0,326.2684024,0,0,28.88278361
F1R4D2T5Delta150Tmax300Iter8,2,0,318.9134166,0,0,0
F1R4D2T5Delta150Tmax300Iter9,2,0,365.5240697,0,0,0
F1R4D2T5Delta150Tmax600Iter0,3,0,528.6243794,0,0,0
F1R4D2T5Delta150Tmax600Iter1,3,0,0,372.071475,0,0
F1R4D2T5Delta150Tmax600Iter2,3,1,0,610.9383279,0,61.20936031
F1R4D2T5Delta150Tmax600Iter3,2,1,0,0,0,436.709645
F1R4D2T5Delta150Tmax600Iter4,2,1,240.1764794,0,50.07079543,0
F1R4D2T5Delta150Tmax600Iter5,4,1,718.6692673,0,0,0
F1R4D2T5Delta150Tmax600Iter6,3,0,0,0,520.1625094,0
F1R4D2T5Delta150Tmax600Iter7,3,0,28.88278361,0,326.2684024,0
F1R4D2T5Delta150Tmax600Iter8,2,0,318.9134166,0,0,0
F1R4D2T5Delta150Tmax600Iter9,2,0,365.5240697,0,0,0
F1R4D2T10Delta50Tmax150Iter0,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter1,3,0,15.69932875,21.45503868,0,19.79862188
F1R4D2T10Delta50Tmax150Iter2,1,0,19.57038507,0,0,0
F1R4D2T10Delta50Tmax150Iter3,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter4,1,0,17.8575932,0,0,0
F1R4D2T10Delta50Tmax150Iter5,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter6,1,0,19.99792048,0,0,0
F1R4D2T10Delta50Tmax150Iter7,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter8,0,0,0,0,0,0
F1R4D2T10Delta50Tmax150Iter9,1,0,13.98754357,0,0,0
F1R4D2T10Delta50Tmax300Iter0,0,0,0,0,0,0
F1R4D2T10Delta50Tmax300Iter1,3,0,15.69932875,21.45503868,0,19.79862188
F1R4D2T10Delta50Tmax300Iter2,1,0,19.57038507,0,0,0
F1R4D2T10Delta50Tmax300Iter3,0,0,0,0,0,0
F1R4D2T10Delta50Tmax300Iter4,1,0,17.8575932,0,0,0
F1R4D2T10Delta50Tmax300Iter5,0,0,0,0,0,0
F1R4D2T10Delta50Tmax300Iter6,1,0,19.99792048,0,0,0
F1R4D2T10Delta50Tmax300Iter7,0,0,0,0,0,0
F1R4D2T10Delta50Tmax300Iter8,0,0,0,0,0,0
F1R4D2T10Delta50Tmax300Iter9,1,0,13.98754357,0,0,0
F1R4D2T10Delta50Tmax600Iter0,0,0,0,0,0,0
F1R4D2T10Delta50Tmax600Iter1,3,0,15.69932875,21.45503868,0,19.79862188
F1R4D2T10Delta50Tmax600Iter2,1,0,19.57038507,0,0,0
F1R4D2T10Delta50Tmax600Iter3,0,0,0,0,0,0
F1R4D2T10Delta50Tmax600Iter4,1,0,17.8575932,0,0,0
F1R4D2T10Delta50Tmax600Iter5,0,0,0,0,0,0
F1R4D2T10Delta50Tmax600Iter6,1,0,19.99792048,0,0,0
F1R4D2T10Delta50Tmax600Iter7,0,0,0,0,0,0
F1R4D2T10Delta50Tmax600Iter8,0,0,0,0,0,0
F1R4D2T10Delta50Tmax600Iter9,1,0,13.98754357,0,0,0
F1R4D2T10Delta75Tmax150Iter0,2,0,0,29.50159055,32.72999161,0
F1R4D2T10Delta75Tmax150Iter1,2,0,15.69932875,41.25366056,0,0
F1R4D2T10Delta75Tmax150Iter2,1,0,19.57038507,0,0,0
F1R4D2T10Delta75Tmax150Iter3,1,0,33.08289397,0,0,0
F1R4D2T10Delta75Tmax150Iter4,2,0,0,17.8575932,26.11757142,0
F1R4D2T10Delta75Tmax150Iter5,3,0,64.19092084,0,25.48417702,0
F1R4D2T10Delta75Tmax150Iter6,2,0,28.53502739,54.71173328,0,0
F1R4D2T10Delta75Tmax150Iter7,1,0,28.88278361,0,0,0
F1R4D2T10Delta75Tmax150Iter8,2,0,0,0,27.73243016,34.44572056
F1R4D2T10Delta75Tmax150Iter9,2,0,36.46561266,42.54918971,0,0
F1R4D2T10Delta75Tmax300Iter0,2,0,0,0,0,62.23158216
F1R4D2T10Delta75Tmax300Iter1,2,0,15.69932875,41.25366056,0,0
F1R4D2T10Delta75Tmax300Iter2,1,0,19.57038507,0,0,0
F1R4D2T10Delta75Tmax300Iter3,1,0,33.08289397,0,0,0
F1R4D2T10Delta75Tmax300Iter4,2,0,0,17.8575932,26.11757142,0
F1R4D2T10Delta75Tmax300Iter5,3,0,25.48417702,0,32.41431578,31.77660507
F1R4D2T10Delta75Tmax300Iter6,2,0,83.24676067,0,0,0
F1R4D2T10Delta75Tmax300Iter7,1,0,0,0,0,28.88278361
F1R4D2T10Delta75Tmax300Iter8,2,0,27.73243016,0,0,34.44572056
F1R4D2T10Delta75Tmax300Iter9,2,0,0,42.54918971,0,36.46561266
F1R4D2T10Delta75Tmax600Iter0,2,0,62.23158216,0,0,0
F1R4D2T10Delta75Tmax600Iter1,2,0,15.69932875,41.25366056,0,0
F1R4D2T10Delta75Tmax600Iter2,1,0,19.57038507,0,0,0
F1R4D2T10Delta75Tmax600Iter3,1,0,33.08289397,0,0,0
F1R4D2T10Delta75Tmax600Iter4,2,0,0,17.8575932,26.11757142,0
F1R4D2T10Delta75Tmax600Iter5,3,0,25.48417702,0,32.41431578,31.77660507
F1R4D2T10Delta75Tmax600Iter6,2,0,83.24676067,0,0,0
F1R4D2T10Delta75Tmax600Iter7,1,0,0,0,28.88278361,0
F1R4D2T10Delta75Tmax600Iter8,2,0,0,27.73243016,0,34.44572056
F1R4D2T10Delta75Tmax600Iter9,2,0,0,42.54918971,0,36.46561266
F1R4D2T10Delta150Tmax150Iter0,2,0,260.8336098,0,71.19754195,0
F1R4D2T10Delta150Tmax150Iter1,2,0,82.61814929,84.18346487,0,0
F1R4D2T10Delta150Tmax150Iter2,3,0,0,115.3231942,104.8967083,91.14341605
F1R4D2T10Delta150Tmax150Iter3,2,0,0,136.1345697,108.1578512,0
F1R4D2T10Delta150Tmax150Iter4,4,0,72.84368817,26.11757142,107.9005646,67.92838863
F1R4D2T10Delta150Tmax150Iter5,2,0,0,0,99.58942493,115.4664197
F1R4D2T10Delta150Tmax150Iter6,3,0,0,137.866076,80.65774189,77.24578272
F1R4D2T10Delta150Tmax150Iter7,2,0,50.97252372,232.3341089,0,0
F1R4D2T10Delta150Tmax150Iter8,3,0,182.8759735,0,34.44572056,43.85456186
F1R4D2T10Delta150Tmax150Iter9,2,0,61.64542655,0,122.8051528,0
F1R4D2T10Delta150Tmax300Iter0,4,0,71.19754195,0,715.8365548,0
F1R4D2T10Delta150Tmax300Iter1,6,0,622.0192609,82.61814929,206.0202843,0
F1R4D2T10Delta150Tmax300Iter2,5,5,220.2199026,330.2500353,312.1537576,280.6882926
F1R4D2T10Delta150Tmax300Iter3,3,0,0,311.4564292,108.1578512,0
F1R4D2T10Delta150Tmax300Iter4,4,0,0,26.11757142,67.92838863,382.9610144
F1R4D2T10Delta150Tmax300Iter5,3,0,0,0,279.3313374,115.4664197
F1R4D2T10Delta150Tmax300Iter6,6,0,0,162.2086837,460.212889,77.24578272
F1R4D2T10Delta150Tmax300Iter7,4,0,0,474.0778691,50.97252372,28.88278361
F1R4D2T10Delta150Tmax300Iter8,5,0,718.7031442,108.9414417,43.85456186,0
F1R4D2T10Delta150Tmax300Iter9,4,1,0,390.2181833,405.3678389,0
F1R4D2T10Delta150Tmax600Iter0,3,0,0,0,0,787.0340967
F1R4D2T10Delta150Tmax600Iter1,5,0,82.61814929,860.058546,0,0
F1R4D2T10Delta150Tmax600Iter2,5,1,0,846.2473144,220.2199026,0
F1R4D2T10Delta150Tmax600Iter3,4,0,0,647.9191719,0,0
F1R4D2T10Delta150Tmax600Iter4,4,1,0,0,677.0069744,0
F1R4D2T10Delta150Tmax600Iter5,5,1,794.1217919,0,0,115.4664197
F1R4D2T10Delta150Tmax600Iter6,5,0,0,45.94392908,653.7234263,0
F1R4D2T10Delta150Tmax600Iter7,4,0,0,980.2667292,0,0
F1R4D2T10Delta150Tmax600Iter8,4,0,0,0,0,771.4991477
F1R4D2T10Delta150Tmax600Iter9,4,0,1000.652609,0,0,0
F1R4D3T5Delta50Tmax150Iter0,1,0,0,15.21297023,0,0
F1R4D3T5Delta50Tmax150Iter1,2,0,19.70964383,9.513519702,0,0
F1R4D3T5Delta50Tmax150Iter2,0,0,0,0,0,0
F1R4D3T5Delta50Tmax150Iter3,0,0,0,0,0,0
F1R4D3T5Delta50Tmax150Iter4,0,0,0,0,0,0
F1R4D3T5Delta50Tmax150Iter5,1,0,19.44380011,0,0,0
F1R4D3T5Delta50Tmax150Iter6,1,2,0,0,0,89.46290041
F1R4D3T5Delta50Tmax150Iter7,1,0,0,0,15.25843877,0
F1R4D3T5Delta50Tmax150Iter8,3,1,0,96.26012477,20.40255065,0
F1R4D3T5Delta50Tmax150Iter9,3,2,167.1296876,23.27938572,0,0
F1R4D3T5Delta50Tmax300Iter0,1,0,0,15.21297023,0,0
F1R4D3T5Delta50Tmax300Iter1,2,0,19.70964383,9.513519702,0,0
F1R4D3T5Delta50Tmax300Iter2,0,0,0,0,0,0
F1R4D3T5Delta50Tmax300Iter3,0,0,0,0,0,0
F1R4D3T5Delta50Tmax300Iter4,0,0,0,0,0,0
F1R4D3T5Delta50Tmax300Iter5,1,0,19.44380011,0,0,0
F1R4D3T5Delta50Tmax300Iter6,1,2,0,0,89.46290041,0
F1R4D3T5Delta50Tmax300Iter7,1,0,0,15.25843877,0,0
F1R4D3T5Delta50Tmax300Iter8,3,1,0,116.6626754,0,0
F1R4D3T5Delta50Tmax300Iter9,3,1,190.4090733,0,0,0
F1R4D3T5Delta50Tmax600Iter0,1,0,15.21297023,0,0,0
F1R4D3T5Delta50Tmax600Iter1,2,0,19.70964383,9.513519702,0,0
F1R4D3T5Delta50Tmax600Iter2,0,0,0,0,0,0
F1R4D3T5Delta50Tmax600Iter3,0,0,0,0,0,0
F1R4D3T5Delta50Tmax600Iter4,0,0,0,0,0,0
F1R4D3T5Delta50Tmax600Iter5,1,0,19.44380011,0,0,0
F1R4D3T5Delta50Tmax600Iter6,1,2,0,0,89.46290041,0
F1R4D3T5Delta50Tmax600Iter7,1,0,0,15.25843877,0,0
F1R4D3T5Delta50Tmax600Iter8,3,1,0,116.6626754,0,0
F1R4D3T5Delta50Tmax600Iter9,3,1,0,0,190.4090733,0
F1R4D3T5Delta75Tmax150Iter0,1,0,0,0,0,15.75770364
F1R4D3T5Delta75Tmax150Iter1,1,0,0,0,29.28510127,0
F1R4D3T5Delta75Tmax150Iter2,2,2,26.92506131,181.5990345,0,0
F1R4D3T5Delta75Tmax150Iter3,1,0,31.12484865,0,0,0
F1R4D3T5Delta75Tmax150Iter4,2,3,0,125.821331,86.49487466,0
F1R4D3T5Delta75Tmax150Iter5,1,0,16.81065449,0,0,0
F1R4D3T5Delta75Tmax150Iter6,3,2,82.14309272,0,57.44352872,78.7476972
F1R4D3T5Delta75Tmax150Iter7,3,2,37.42593592,0,193.4787832,0
F1R4D3T5Delta75Tmax150Iter8,3,2,0,0,61.53572223,138.8626487
F1R4D3T5Delta75Tmax150Iter9,3,0,0,0,30.18247311,168.2124536
F1R4D3T5Delta75Tmax300Iter0,1,0,0,0,0,15.75770364
F1R4D3T5Delta75Tmax300Iter1,1,0,0,0,29.28510127,0
F1R4D3T5Delta75Tmax300Iter2,2,2,208.5240958,0,0,0
F1R4D3T5Delta75Tmax300Iter3,1,0,31.12484865,0,0,0
F1R4D3T5Delta75Tmax300Iter4,2,2,0,0,212.3162056,0
F1R4D3T5Delta75Tmax300Iter5,1,0,16.81065449,0,0,0
F1R4D3T5Delta75Tmax300Iter6,3,1,0,218.3343186,0,0
F1R4D3T5Delta75Tmax300Iter7,3,1,37.42593592,193.4787832,0,0
F1R4D3T5Delta75Tmax300Iter8,3,0,200.3983709,0,0,0
F1R4D3T5Delta75Tmax300Iter9,2,1,235.8949267,0,0,0
F1R4D3T5Delta75Tmax600Iter0,1,0,0,0,0,15.75770364
F1R4D3T5Delta75Tmax600Iter1,1,0,29.28510127,0,0,0
F1R4D3T5Delta75Tmax600Iter2,2,2,0,0,0,208.5240958
F1R4D3T5Delta75Tmax600Iter3,1,0,31.12484865,0,0,0
F1R4D3T5Delta75Tmax600Iter4,2,2,212.3162056,0,0,0
F1R4D3T5Delta75Tmax600Iter5,1,0,0,0,16.81065449,0
F1R4D3T5Delta75Tmax600Iter6,3,1,0,218.3343186,0,0
F1R4D3T5Delta75Tmax600Iter7,3,1,0,0,0,193.4047191
F1R4D3T5Delta75Tmax600Iter8,3,0,200.3983709,0,0,0
F1R4D3T5Delta75Tmax600Iter9,2,1,235.8949267,0,0,0
F1R4D3T5Delta150Tmax150Iter0,1,0,39.67297761,0,0,0
F1R4D3T5Delta150Tmax150Iter1,2,0,92.07361962,31.16183392,0,0
F1R4D3T5Delta150Tmax150Iter2,3,0,73.47775744,57.78346917,79.14899204,0
F1R4D3T5Delta150Tmax150Iter3,1,0,0,0,91.703707,0
F1R4D3T5Delta150Tmax150Iter4,2,0,116.1650193,0,67.09923034,0
F1R4D3T5Delta150Tmax150Iter5,2,0,103.2793984,18.64861468,0,0
F1R4D3T5Delta150Tmax150Iter6,2,0,0,0,92.88181492,60.42866774
F1R4D3T5Delta150Tmax150Iter7,3,0,29.04638046,102.3374174,0,71.19493138
F1R4D3T5Delta150Tmax150Iter8,1,0,77.60531958,0,0,0
F1R4D3T5Delta150Tmax150Iter9,2,0,0,133.3073597,0,73.08056775
F1R4D3T5Delta150Tmax300Iter0,4,2,386.0800632,0,266.7143948,0
F1R4D3T5Delta150Tmax300Iter1,4,1,0,0,88.75606923,362.9599463
F1R4D3T5Delta150Tmax300Iter2,3,1,0,79.14899204,0,394.8988005
F1R4D3T5Delta150Tmax300Iter3,3,4,91.703707,263.3993423,375.1765585,0
F1R4D3T5Delta150Tmax300Iter4,3,3,362.2174649,67.09923034,0,176.6989301
F1R4D3T5Delta150Tmax300Iter5,3,2,177.3394416,178.5084113,103.2793984,0
F1R4D3T5Delta150Tmax300Iter6,4,0,368.7967,0,43.68058008,0
F1R4D3T5Delta150Tmax300Iter7,2,0,0,0,0,277.5787292
F1R4D3T5Delta150Tmax300Iter8,3,0,305.2559496,0,0,21.50690874
F1R4D3T5Delta150Tmax300Iter9,2,0,0,0,381.7847903,0
F1R4D3T5Delta150Tmax600Iter0,4,0,0,0,652.794458,0
F1R4D3T5Delta150Tmax600Iter1,3,0,451.7160155,0,0,0
F1R4D3T5Delta150Tmax600Iter2,2,1,474.0477926,0,0,0
F1R4D3T5Delta150Tmax600Iter3,3,1,0,0,0,655.2796079
F1R4D3T5Delta150Tmax600Iter4,3,2,538.916395,67.09923034,0,0
F1R4D3T5Delta150Tmax600Iter5,3,1,459.1272513,0,0,0
F1R4D3T5Delta150Tmax600Iter6,3,0,0,0,412.4772801,0
F1R4D3T5Delta150Tmax600Iter7,2,0,0,0,0,277.5787292
F1R4D3T5Delta150Tmax600Iter8,3,0,0,0,0,476.7628583
F1R4D3T5Delta150Tmax600Iter9,2,0,0,0,381.7847903,0
F1R4D3T10Delta50Tmax150Iter0,3,0,122.2536588,0,0,0
F1R4D3T10Delta50Tmax150Iter1,2,0,19.70964383,9.513519702,0,0
F1R4D3T10Delta50Tmax150Iter2,0,0,0,0,0,0
F1R4D3T10Delta50Tmax150Iter3,1,0,0,0,21.20778418,0
F1R4D3T10Delta50Tmax150Iter4,1,0,0,0,24.02059259,0
F1R4D3T10Delta50Tmax150Iter5,3,1,19.44380011,101.8300609,0,0
F1R4D3T10Delta50Tmax150Iter6,2,1,0,0,0,110.0554323
F1R4D3T10Delta50Tmax150Iter7,1,0,0,47.54840244,0,0
F1R4D3T10Delta50Tmax150Iter8,4,0,20.40255065,120.1569327,0,0
F1R4D3T10Delta50Tmax150Iter9,3,2,0,23.27938572,167.1296876,0
F1R4D3T10Delta50Tmax300Iter0,3,0,122.2536588,0,0,0
F1R4D3T10Delta50Tmax300Iter1,2,0,0,0,0,29.22316354
F1R4D3T10Delta50Tmax300Iter2,0,0,0,0,0,0
F1R4D3T10Delta50Tmax300Iter3,1,0,0,21.20778418,0,0
F1R4D3T10Delta50Tmax300Iter4,1,0,0,0,24.02059259,0
F1R4D3T10Delta50Tmax300Iter5,3,1,19.44380011,101.8300609,0,0
F1R4D3T10Delta50Tmax300Iter6,2,1,0,0,0,110.0554323
F1R4D3T10Delta50Tmax300Iter7,1,0,0,47.54840244,0,0
F1R4D3T10Delta50Tmax300Iter8,4,0,120.1569327,0,0,20.40255065
F1R4D3T10Delta50Tmax300Iter9,3,1,0,190.4090733,0,0
F1R4D3T10Delta50Tmax600Iter0,3,0,30.76255577,91.49110301,0,0
F1R4D3T10Delta50Tmax600Iter1,2,0,0,0,0,29.22316354
F1R4D3T10Delta50Tmax600Iter2,0,0,0,0,0,0
F1R4D3T10Delta50Tmax600Iter3,1,0,0,21.20778418,0,0
F1R4D3T10Delta50Tmax600Iter4,1,0,0,0,24.02059259,0
F1R4D3T10Delta50Tmax600Iter5,3,1,101.8300609,0,19.44380011,0
F1R4D3T10Delta50Tmax600Iter6,2,1,0,0,110.0554323,0
F1R4D3T10Delta50Tmax600Iter7,1,0,47.54840244,0,0,0
F1R4D3T10Delta50Tmax600Iter8,4,0,0,120.1569327,20.40255065,0
F1R4D3T10Delta50Tmax600Iter9,3,1,0,190.4090733,0,0
F1R4D3T10Delta75Tmax150Iter0,2,0,0,0,140.4323761,0
F1R4D3T10Delta75Tmax150Iter1,3,2,14.36013423,191.9142609,0,0
F1R4D3T10Delta75Tmax150Iter2,2,2,181.5990345,26.92506131,0,0
F1R4D3T10Delta75Tmax150Iter3,2,0,26.20618895,59.427158,0,0
F1R4D3T10Delta75Tmax150Iter4,4,4,106.6009445,125.821331,148.460419,0
F1R4D3T10Delta75Tmax150Iter5,3,0,29.76953254,114.3012018,0,0
F1R4D3T10Delta75Tmax150Iter6,4,1,57.44352872,82.14309272,0,103.6656182
F1R4D3T10Delta75Tmax150Iter7,3,2,68.73324844,0,194.9557997,37.42593592
F1R4D3T10Delta75Tmax150Iter8,6,2,0,210.0698401,171.3287258,25.26629299
F1R4D3T10Delta75Tmax150Iter9,4,0,36.65947071,168.2124536,0,30.18247311
F1R4D3T10Delta75Tmax300Iter0,2,0,0,0,140.4323761,0
F1R4D3T10Delta75Tmax300Iter1,3,1,206.2743951,0,0,0
F1R4D3T10Delta75Tmax300Iter2,2,2,208.5240958,0,0,0
F1R4D3T10Delta75Tmax300Iter3,2,0,26.20618895,59.427158,0,0
F1R4D3T10Delta75Tmax300Iter4,4,0,305.8826945,0,0,0
F1R4D3T10Delta75Tmax300Iter5,3,0,114.3012018,0,29.76953254,0
F1R4D3T10Delta75Tmax300Iter6,3,1,243.2522396,0,0,0
F1R4D3T10Delta75Tmax300Iter7,3,1,263.6890481,0,37.42593592,0
F1R4D3T10Delta75Tmax300Iter8,4,1,369.1648589,0,0,0
F1R4D3T10Delta75Tmax300Iter9,3,1,0,0,0,272.5543974
F1R4D3T10Delta75Tmax600Iter0,2,0,0,0,140.4323761,0
F1R4D3T10Delta75Tmax600Iter1,3,1,0,206.2743951,0,0
F1R4D3T10Delta75Tmax600Iter2,2,2,0,0,181.5990345,26.92506131
F1R4D3T10Delta75Tmax600Iter3,2,0,59.427158,26.20618895,0,0
F1R4D3T10Delta75Tmax600Iter4,4,0,305.8826945,0,0,0
F1R4D3T10Delta75Tmax600Iter5,3,0,0,114.3012018,29.76953254,0
F1R4D3T10Delta75Tmax600Iter6,3,1,243.2522396,0,0,0
F1R4D3T10Delta75Tmax600Iter7,3,1,0,301.114984,0,0
F1R4D3T10Delta75Tmax600Iter8,4,0,0,0,369.1648589,0
F1R4D3T10Delta75Tmax600Iter9,3,1,235.8949267,0,0,36.65947071
F1R4D3T10Delta150Tmax150Iter0,2,0,0,150.6768451,0,75.94775886
F1R4D3T10Delta150Tmax150Iter1,2,0,0,0,92.07361962,63.26272971
F1R4D3T10Delta150Tmax150Iter2,4,0,57.78346917,114.0348379,131.8407838,73.47775744
F1R4D3T10Delta150Tmax150Iter3,3,0,105.7857158,41.82474779,124.2941788,0
F1R4D3T10Delta150Tmax150Iter4,2,0,0,101.2277999,149.1289968,0
F1R4D3T10Delta150Tmax150Iter5,3,0,0,56.25939078,125.3653415,107.6298746
F1R4D3T10Delta150Tmax150Iter6,4,0,99.9636716,31.38684563,94.74098161,49.20123484
F1R4D3T10Delta150Tmax150Iter7,3,0,181.4535211,0,29.04638046,67.60412354
F1R4D3T10Delta150Tmax150Iter8,2,0,61.37654998,0,0,139.6467874
F1R4D3T10Delta150Tmax150Iter9,3,0,112.0168488,0,56.71770746,133.3073597
F1R4D3T10Delta150Tmax300Iter0,5,2,0,84.64380897,319.0808988,436.0213766
F1R4D3T10Delta150Tmax300Iter1,6,2,32.10089579,476.8643953,371.9144777,88.75606923
F1R4D3T10Delta150Tmax300Iter2,5,2,360.1057163,0,245.8756217,314.5032031
F1R4D3T10Delta150Tmax300Iter3,5,2,369.1850581,0,511.2322863,124.2941788
F1R4D3T10Delta150Tmax300Iter4,7,0,185.5842194,56.89063315,581.3370723,101.2277999
F1R4D3T10Delta150Tmax300Iter5,7,0,402.4968399,181.6247322,203.4947536,0
F1R4D3T10Delta150Tmax300Iter6,5,2,373.5563043,97.36697929,318.9058881,0
F1R4D3T10Delta150Tmax300Iter7,4,0,299.5865921,0,0,399.0684133
F1R4D3T10Delta150Tmax300Iter8,6,0,241.6014804,61.37654998,476.912103,0
F1R4D3T10Delta150Tmax300Iter9,4,2,0,420.7210714,56.71770746,366.8604649
F1R4D3T10Delta150Tmax600Iter0,4,0,0,0,0,764.7460844
F1R4D3T10Delta150Tmax600Iter1,4,0,0,0,0,969.635838
F1R4D3T10Delta150Tmax600Iter2,4,1,245.8756217,0,0,599.6089195
F1R4D3T10Delta150Tmax600Iter3,5,0,0,0,0,1004.711523
F1R4D3T10Delta150Tmax600Iter4,5,0,748.8119249,0,0,101.2277999
F1R4D3T10Delta150Tmax600Iter5,6,1,0,806.356935,56.25939078,0
F1R4D3T10Delta150Tmax600Iter6,5,0,0,723.8490379,65.98013366,0
F1R4D3T10Delta150Tmax600Iter7,4,0,0,0,0,848.6550054
F1R4D3T10Delta150Tmax600Iter8,5,1,793.5135834,61.37654998,0,0
F1R4D3T10Delta150Tmax600Iter9,4,1,0,919.2992438,0,0
